SYEAR,AREA,RNAME,DNAME,VCODE,STYPE,SID,S001,S002,S003,S004,S004t,S004g,S004b,S004V,S004H,S004P,S004I,S004BHV,S004MUL,S004FR,S004FT,S004FHO,S004FO,S006,S006a,S007E,S007P,S008TA,S008TP,S009a,S009b,S009c,S009d,S009e,S009f,S009z,S010a,S010b,S010c,S010d,S010e,S010z,S010T0,S010T15,S010T30,S010T31,S011a,S011b,S011c,S011d,S011e,S011e1,S011f,S011g,S011k,S011m,S011n,S011q,S011n,S011p,S012a,S012b,S012c,S012d,S012e,S012f,S012g,S012h,S012j,S012k,S012L,S012m,SF0,S014,S015,S016,S017,S0181,S0181a,S0182,S0182a,S018PVT1,S018PVT2,S018PVT3,S018PVT4,S018PVT5,S018PVT6,S019a1,S019b1,S019c1,S019d1,S019e1,S019f1,S019g1,S019h1,S019i1,S019j1,S019k1,S019m1,S019n1,S019p1,S019q1,S019r1,S019s1,S019t1,S019a2,S019b2,S019c2,S019d2,S019e2,S019f2,S019g2,S019h2,S019i2,S019j2,S019k2,S019m2,S019n2,S019p2,S019q2,S019r2,S019s2,S019t2
2019,1,PUNJAB,GUJRANWALA,,1,340,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,388,384,9,9,,,,,,8,,,,,6,3,,,6,3,,8,5,1,1,1,1,1,0,1,1,1,1,0,0,,,0,,0,1,,1,,1,,1,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,341,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,302,299,8,8,,,,,,7,1,,,,7,1,,,7,,,8,8,1,1,1,1,0,0,1,1,1,1,0,0,,,0,,0,1,,1,,1,,1,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,342,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,272,266,9,9,,,,,1,7,1,,,,7,2,,,7,2,,8,8,1,1,1,1,0,0,0,1,1,1,0,0,,,0,,0,1,,1,,1,,1,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,343,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,316,312,8,8,,,,,2,6,,,,,6,2,,,6,,,8,5,1,1,1,1,1,0,0,0,1,1,0,0,,,0,,0,1,,1,,1,,1,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,344,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,469,445,23,23,,,,,4,10,,,,,18,4,,,18,4,,16,15,1,1,1,1,1,1,0,0,0,1,1,1,0,,0,,1,1,1,1,1,1,1,1,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,345,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,462,453,9,9,,,,,5,4,,,,,7,1,,,6,,,8,5,1,1,1,1,1,0,1,0,1,1,1,0,,,0,,0,1,,1,,1,,1,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,346,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,326,320,9,9,,,,,1,7,1,,,,7,2,,,,2,1,8,7,1,1,1,0,1,0,1,1,1,1,0,0,,,0,,0,1,,1,,1,,1,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,347,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,374,367,9,9,,,,,2,7,,,,,7,2,,,7,2,,8,8,1,1,1,1,1,0,1,1,1,1,0,0,0,,0,,0,1,,1,,1,,1,1,-1,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,348,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,362,351,15,15,,,,,3,12,,,,,12,3,,,12,3,,12,10,1,1,1,1,1,0,0,1,1,1,0,0,0,,0,,1,1,1,1,1,1,1,1,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,349,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,428,421,15,15,,,,,5,10,,,,,15,,,,,15,,10,8,1,1,1,1,1,0,1,1,1,1,0,0,,,0,,0,1,,1,,1,,1,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,350,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,324,320,10,10,,,,,1,7,1,,,,7,3,,,,3,1,10,8,1,1,1,1,1,0,1,1,1,1,0,0,,,0,,0,1,,1,,1,,1,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,351,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,416,395,28,26,,,,,4,22,,,,,22,4,,,,18,,15,15,1,1,1,1,1,1,1,1,1,1,1,1,0,,0,,1,0,1,1,1,1,1,1,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,352,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,432,426,9,9,,,,,,9,,,,,9,,,,,,,10,8,1,1,1,1,1,1,1,1,1,1,0,0,,,0,,0,1,,1,,1,,1,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,353,2,1,1,1,59,0,59,1,0,0,0,1,0,1,1,1,1,,,500,463,1,1,,,,,,,1,,,,1,,,,,,,17,12,1,1,1,1,1,1,1,1,1,1,1,1,0,,0,,1,1,,,1,1,1,1,1,0,,,,0,,0,,,,,,,,1,,,,1,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,354,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,347,337,8,8,,,,,1,6,1,,,,6,2,,,5,3,,10,8,1,1,1,1,0,0,0,0,1,1,0,0,,,0,,0,1,,1,,1,,1,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,355,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,319,314,9,9,,,,,5,4,,,,,5,4,,,2,6,,,,1,1,1,1,1,1,0,0,1,1,0,0,,,0,,0,1,,1,,1,,1,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,356,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,312,309,9,9,,,,,3,6,,,,,6,3,,,6,3,,8,8,1,1,1,1,0,0,0,0,1,1,0,0,,,0,,0,1,,1,,1,,1,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,357,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,337,335,8,8,,,,,,8,,,,,8,,,,2,6,,7,7,1,1,1,1,1,0,1,1,1,1,0,0,,,0,,0,1,,1,,1,,1,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,358,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,393,388,9,9,,,,,1,7,1,,,,7,2,,,7,2,,10,10,1,1,1,1,1,1,1,1,1,1,0,0,,,0,,0,1,,1,,1,,1,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,359,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,380,376,16,16,,,,,2,6,,,,,6,2,,,5,3,,10,8,1,1,1,1,0,0,0,0,1,1,0,0,,,0,,0,1,,1,,1,,1,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,360,3,3,2,1,2,2,0,0,0,1,0,0,0,1,0,0,0,,,322,313,,0,,,,,6,19,1,,,,17,9,,,,13,3,14,14,1,1,1,1,0,0,1,0,1,1,0,0,,,0,,0,1,,1,,1,,1,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,361,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,363,357,14,13,,,,,6,8,,,,,10,4,,,6,,,10,8,1,1,1,1,1,0,1,0,1,1,1,0,,,0,,0,1,,1,,1,,1,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,362,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,478,471,15,15,,,,,5,10,,,,,13,2,,,5,10,,12,10,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,1,1,1,1,1,1,1,1,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,363,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,395,387,9,9,,,,,,,,,,,6,2,,,1,8,,8,8,1,1,1,1,0,0,1,1,1,1,0,0,,,0,,0,1,,1,,1,,1,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,364,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,359,354,8,8,,,,,1,6,1,,,,6,2,,,,8,,8,8,1,1,1,1,0,0,1,1,1,1,0,0,,,0,,0,1,,1,,1,,1,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,365,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,442,432,9,9,,,,,1,7,1,,,,7,2,,,7,2,,8,8,1,1,1,1,1,0,1,1,1,1,0,0,,,0,,0,1,,1,,1,,1,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,366,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,141,132,5,5,,,,,2,3,,,,,3,2,,,5,,,5,5,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,367,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,162,153,12,6,,,,,2,3,,,,,5,,,,5,,,6,5,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,1,368,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,155,142,7,7,,,,,2,4,,,,,7,,,,7,,,5,5,1,1,1,1,0,0,0,0,0,1,0,1,0,,,,1,,1,,,,1,,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,369,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,118,113,7,6,,,,2,3,1,,,,,1,,,,,,,5,5,1,1,1,1,0,0,0,1,1,1,0,0,0,,,,1,,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,370,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,111,105,8,7,,,,2,5,1,,,,,2,,,,,,,8,7,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,2,0,,,,0,,0,,0,2 - Private Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,371,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,182,169,8,7,,,,4,2,1,,,,,,,,,,,,9,7,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,0,,,,0,,0,,0,1 - Govt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,372,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,223,207,9,8,,,,3,5,,,,,,,,,,,,,7,7,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,373,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,0,144,139,7,6,,,,3,3,,,,,,1,,,,,,,7,5,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,0,,,,0,,0,,0,3 - NGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,374,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,119,109,7,6,,,,4,2,,,,,,1,,,,,,,6,6,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,0,,,,0,,0,,0,2 - Private Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,375,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,95,,6,5,,,,2,2,1,,,,,1,,,,,,,5,5,1,1,1,0,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,376,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,176,,8,7,,,,4,2,1,,,,,,,,,,,,9,7,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,0,,,,0,,0,,0,2 - Private Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,377,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,235,214,8,7,,,,3,4,,,,,,,,,,,,,8,7,1,1,1,1,1,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,0,,,,0,,0,,0,1 - Govt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,378,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,166,159,8,7,,,,5,2,,,,,,,,,,,,,9,7,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,379,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,156,149,8,7,,,,3,2,1,,,,,1,,,,,,,8,6,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,2,0,,,,0,,0,,0,2 - Private Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,380,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,110,103,8,7,,,,,5,2,,,,,2,,,,,,,7,5,1,1,1,1,1,0,0,1,1,1,0,0,0,,,,1,,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,381,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,118,107,8,7,,,,,,,,,,,,,,,,,,8,6,1,1,1,0,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,382,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,261,253,13,12,,,,,10,2,1,,,,3,1,,,,,,12,10,1,1,1,1,1,0,0,1,1,1,0,0,0,,0,,1,1,1,1,1,1,1,1,1,0,,,,0,,0,,0,2 - Private Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,383,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,203,190,19,18,,,,5,10,3,,,,,5,,,,,,,11,10,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,1,,1,,1,,1,,1,0,,,,0,,0,,0,1 - Govt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,384,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,110,104,7,6,,,,2,3,,,,,,2,,,,,,,6,6,1,1,1,1,1,0,0,0,0,1,0,1,0,,,,1,,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,385,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,217,210,15,15,,,,,4,10,,,,,2,,,,,,,15,15,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,1,0,1,,1,,1,,1,0,,,,0,,0,,0,2 - Private Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,386,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,0,147,96,8,7,,,,2,5,,,,,,1,,,,,,,7,7,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,0,,,,0,,0,,0,2 - Private Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,387,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,201,,7,6,,,,,6,,,,,,,,,,,,,8,7,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,0,,,,0,,0,,0,2 - Private Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,388,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,158,152,7,6,,,,3,3,,,,,,,,,,,,,,,1,1,1,1,0,0,0,1,1,1,0,0,0,,,,1,,1,,1,,1,,1,0,,,,0,,0,,0,2 - Private Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,389,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,98,93,7,6,,,,3,2,,,,,,1,,,,,,,5,5,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,390,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,146,134,8,7,,,,3,4,,,,,,1,,,,,,,8,6,1,1,1,0,0,0,0,1,1,1,0,0,0,,,,2,,1,,1,,1,,1,0,,,,0,,0,,0,2 - Private Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,391,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,138,134,8,7,,,,3,3,1,,,,,1,,,,,,,8,6,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,0,,,,0,,0,,0,2 - Private Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,392,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,132,125,7,6,,,,3,2,1,,,,,1,,,,,,,6,6,1,1,1,1,1,0,0,0,0,1,0,1,0,,,,1,,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,393,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,251,232,13,13,,,,3,8,,,,,,,,,,,,,8,7,1,1,1,0,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,0,,,,0,,0,,0,3 - NGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,394,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,227,222,8,7,,,,5,2,,,,,,,,,,,,,8,7,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,0,,,,0,,0,,0,2 - Private Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,395,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,113,98,7,7,,,,,6,,,,,,1,,,,,,,6,6,1,1,1,1,0,0,0,1,1,1,0,0,0,,,,1,,1,,1,,1,,1,0,,,,0,,0,,0,2 - Private Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,396,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,103,101,7,6,,,,3,3,,,,,,,,,,,,,5,5,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,0,,,,0,,0,,0,2 - Private Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,397,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,,150,134,9,8,,,,,,,,,,,,,,,,,,8,8,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,0,,,,0,,0,,0,2 - Private Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,398,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,139,8,7,,,,,5,2,,,,,2,,,,,,,6,6,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,399,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - Private,-1,126,117,7,7,,,,,6,1,,,,,1,,,,,,,6,6,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,0,,,,0,,0,,0,3 - NGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,GUJRANWALA,,2,400,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,102,92,7,6,,,,,5,1,,,,,3,,,,,,,6,6,1,1,1,1,0,0,0,0,0,1,0,1,0,,,,1,,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,1,401,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,923,806,17,16,,,,,,12,3,,,,12,2,,0,0,0,0,12,10,1,1,1,0,0,0,0,1,1,1,0,0,0,,0,,1,0,1,1,1,1,0,1,1,-1,9,9,0,1,1004000,1,400000,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,
2019,1,PUNJAB,LAHORE,,1,402,3,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,,509,481,30,28,,,2,,1,20,4,1,1,,28,,,,,,,,,1,1,1,0,0,0,1,1,1,1,1,0,0,,0,,1,0,1,1,1,1,1,1,1,-1,,,500000,1,22000,0,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,1,403,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1428,,44,,,,2,,,30,7,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,1,1,1,1,1,1,1,1,-1,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,1,404,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,247,235,6,5,,,,,1,5,,,,,1,1,,,,,,,,1,1,1,1,0,0,1,1,1,1,1,1,,,,,0,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,1,405,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1190,1188,40,37,,,,,,40,,,,,11,,,,10,,,,,1,1,1,1,1,1,0,0,1,1,0,0,0,,0,,1,0,,,,,,,1,,,,,1,25000,1,150000,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,1,,,,,1,,1,,,1,,,,,
2019,1,PUNJAB,LAHORE,,1,406,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,652,,,0,,,,,,15,1,2,,,26,10,,,,,,19,14,1,1,1,1,0,1,0,1,1,1,1,0,,,,,0,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,PUNJAB,LAHORE,,1,407,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,611,535,32,30,,,,,16,15,1,,,,14,15,0,,5,26,,,,1,1,1,0,1,1,1,1,1,1,0,1,0,,,,1,0,1,,1,,1,,1,-1,,,30000,1,200000,1,150000,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,1,,1,,1,,,1,,,
