SYEAR,AREA,RNAME,DNAME,VCODE,STYPE,SID,S001,S002,S003,S004,S004t,S004g,S004b,S004V,S004H,S004P,S004I,S004BHV,S004MUL,S004FR,S004FT,S004FHO,S004FO,S006,S006a,S007E,S007P,S008TA,S008TP,S009a,S009b,S009c,S009d,S009e,S009f,S009z,S010a,S010b,S010c,S010d,S010e,S010z,S010T0,S010T15,S010T30,S010T31,S011a,S011b,S011c,S011d,S011e,S011e1,S011f,S011g,S011k,S011m,S011n,S011q,S011n,S011p,S012a,S012b,S012c,S012d,S012e,S012f,S012g,S012h,S012j,S012k,S012L,S012m,SF0,S014,S015,S016,S017,S0181,S0181a,S0182,S0182a,S018PVT1,S018PVT2,S018PVT3,S018PVT4,S018PVT5,S018PVT6,S019a1,S019b1,S019c1,S019d1,S019e1,S019f1,S019g1,S019h1,S019i1,S019j1,S019k1,S019m1,S019n1,S019p1,S019q1,S019r1,S019s1,S019t1,S019a2,S019b2,S019c2,S019d2,S019e2,S019f2,S019g2,S019h2,S019i2,S019j2,S019k2,S019m2,S019n2,S019p2,S019q2,S019r2,S019s2,S019t2
2019,2,PUNJAB,RAJANPUR,9,1,6141,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,163,146,6,6,,,,2,4,,,2,,4,,,,5,1,,,2,2,1,1,1,1,0,1,0,0,1,1,1,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,26,1,6142,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,170,161,5,5,,,,1,4,,,,,5,,,,,,3,2,2,2,1,1,1,0,0,1,0,0,1,0,0,0,0,,,,1,,0,,0,,0,,2,1,8,7,8000,1,80000,0,,,,,,,,,,,,,,,1,,1,1,,1,1,1,,1,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,27,1,6143,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,235,221,10,10,,1,,2,7,,,,3,3,3,,1,5,,4,,3,3,1,1,1,1,0,1,0,0,1,1,1,1,0,,,,1,,1,,1,,1,,1,,,,,1,349986,0,,,,,,,,,,2,,,,,,,1,1,1,1,1,1,1,1,,2,1,2,1,2,1,1,1,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,33,1,6144,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,190,169,6,6,,,,,,,,,,,,,,,,,,5,5,1,1,1,0,0,1,1,1,0,0,1,1,1,1,,,1,,1,,1,,1,,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,92,1,6145,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,244,227,7,7,,,1,2,1,2,,,1,2,,,4,4,3,,,4,4,1,1,1,1,0,1,0,0,1,1,1,0,0,,,,1,,1,,1,,,,1,1,9,9,17193,1,230000,1,160000,,,,,,,,,,,,1,2,1,,1,,,,1,,,,,,,,,,1,2,,,,,,,2,,,,
2019,2,PUNJAB,RAJANPUR,95,1,6146,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,191,181,7,7,,1,,3,3,,,,,5,2,,,1,,3,3,6,6,1,1,1,1,0,1,,,0,1,,0,0,,,,1,,1,,1,,1,,1,1,7,5,500,1,90000,0,,,,,,,,,,2,,,1,,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,99,1,6147,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,134,116,5,5,,2,1,2,,,,1,2,2,,,,4,1,,,3,1,1,1,1,1,0,1,0,0,1,1,1,1,0,,,,1,,1,,1,,1,,1,,,,,1,100000,0,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,100,1,6148,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,150,131,4,4,,,,3,1,,,,,2,1,,,,,,3,3,3,1,1,1,0,0,1,,,0,1,,0,0,,,,1,,1,,1,,1,,1,1,7,7,100,1,100000,0,,,,,,,,2,,,,,,,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,102,1,6149,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,96,81,6,6,,,,2,3,,,,,4,,,,,3,,,4,4,1,1,1,1,0,1,1,0,1,0,1,0,1,"1,3",,,1,,1,,1,,1,,1,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,110,1,6150,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,82,70,7,3,,,,3,1,,,,,2,1,,,,,,4,3,3,1,1,1,0,0,1,,,0,1,,0,0,,,,1,,0,,0,,0,,1,1,7,6,932000,0,,1,85000,,,,,,,2,,,1,2,1,,,,1,1,1,1,,1,,,,,,,,,1,,,,1,1,,1,,1,,1,
2019,2,PUNJAB,RAJANPUR,116,1,6151,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,104,90,4,4,,,,3,1,,,,,2,2,,,,,,,3,3,1,1,1,1,0,1,0,0,1,1,1,1,0,,,,1,,1,,1,,1,,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,292,1,6152,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,180,165,5,4,,,,3,2,,,,,2,1,,2,2,,,3,4,4,1,1,1,0,0,1,,,0,1,,0,0,,,,1,,1,,1,,1,,1,1,7,6,200,1,8000,0,,,,,,,,2,,2,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,1000,1,6153,4,2,2,1,3,,3,,,1,,,,,,,,,,542,525,,0,,,,2,12,4,,,,14,4,,,,,,7,14,14,1,1,1,0,1,1,1,1,1,1,1,0,,,0,,0,1,,0,,0,,0,1,,,,,1,191544,0,,,,,,,,2,,2,,2,1,,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,1001,1,6154,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,52,50,7,7,,,1,1,2,,,,1,3,,,2,3,3,,,2,2,1,1,1,1,0,1,0,0,0,0,0,1,0,,,,1,,1,,1,,1,,1,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,1002,1,6155,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,125,119,4,3,,,,,4,,,2,,,,,2,1,3,,,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,,,,1,,1,,1,,1,,1,1,7,7,13738,1,39873,1,135476,,,,,,,,,,,,,1,1,2,1,,1,,1,1,,1,,,,,,,1,,,,,1,1,1,2,1,,,1
2019,2,PUNJAB,RAJANPUR,1003,1,6156,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,320,310,10,10,,,,,3,,,,,,3,,,,,2,6,8,8,1,1,1,1,0,1,0,0,1,1,1,0,1,1,,,1,,1,,1,,1,,1,1,7,6,600,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,1004,1,6157,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,100,98,3,3,,,,,3,,,,,,2,,,,3,,,1,1,1,1,1,,0,1,0,0,0,1,0,1,0,,,,1,,1,,1,,1,,1,1,9,9,399000,1,188787,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,1005,1,6158,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,93,83,5,5,,,,1,2,2,,1,,2,2,,,4,1,,,3,3,1,1,1,1,0,1,0,0,1,1,1,1,0,,,,1,,1,,1,,1,,1,,,,,1,45000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,1006,1,6159,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,150,142,4,4,,,,3,1,,,,,3,1,,,,,1,3,4,4,1,1,1,1,0,0,,,0,0,,0,0,,,,1,,1,,1,,0,,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,1007,1,6160,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,120,109,4,4,,2,,2,,,,,,2,,,2,,3,,,2,2,1,1,1,1,0,1,,,0,1,,0,1,3,,,1,,1,,1,,1,,1,1,6,4,500,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,1008,1,6161,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,110,98,,0,,2,2,,2,,,,2,2,,,2,,,,,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,"1,3",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,1009,1,6162,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,125,115,7,7,,,,,7,,,,,4,2,,,,,,4,2,2,1,1,1,1,0,1,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,1,5,4,1000,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,1010,1,6163,1,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,69,63,3,3,,,,2,,,,,,1,1,,,,2,,,1,1,1,1,1,1,0,0,,,0,0,,0,1,"1,3",,,1,,1,,1,,1,,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,1011,1,6164,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,160,147,4,4,,,,,,,,,,,,,,,,,,4,4,1,1,1,0,0,1,0,0,1,0,0,0,1,1,,,1,,1,,1,,0,,1,1,8,7,10000,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,1012,1,6165,2,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,270,256,10,10,,2,,,7,1,,,2,2,,,6,5,5,,,7,7,1,1,1,1,1,1,0,0,1,1,0,0,1,3,0,,1,0,1,,1,,1,,2,1,7,7,51534,1,38000,1,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,1,2
2019,2,PUNJAB,RAJANPUR,1013,1,6166,1,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,69,66,4,4,,,,,2,,,,2,,,,,,2,,,3,3,1,1,1,0,1,0,1,1,1,0,1,1,1,"1,3",,,2,,1,,1,,1,,2,,,,,0,,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,,,,,,,,,,,,1,1,1,1,1,2,1,2
2019,2,PUNJAB,RAJANPUR,1015,1,6167,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,102,68,6,6,,,2,3,,,,,,,,,,,,,,4,4,1,1,1,1,0,1,0,0,1,1,1,0,0,,,,1,,1,,1,,1,,3,1,5,5,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,,2,6168,2,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,122,115,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,,2,6169,1,2,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,73,69,0,0,,,,,,,,,,,,,,,,,,3,3,1,0,1,0,,0,0,0,0,1,0,0,1,3,,,1,,1,,1,,1,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,,2,6170,2,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,251,225,10,10,,,,,,,,,,,,,,,,,,7,7,1,1,1,1,,1,0,0,1,0,0,0,,,,,0,0,,,,,,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,,2,6171,1,2,2,0,0,0,0,0,0,0,0,0,0,,,0,,,,259,234,14,14,,,2,3,8,,,,,,,,,,,,,5,5,1,1,1,0,,0,0,0,0,1,0,1,1,1,,,2,,1,,1,,1,,1,0,,,,0,,0,,0,1 - Govt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,,2,6172,3,2,2,0,0,0,0,0,0,0,0,0,0,,,0,,1 - Private,,326,317,20,20,,1,1,5,9,4,,,,,2,,18,,,,,6,6,1,1,1,0,,1,0,0,1,1,0,1,0,,0,,1,0,1,,1,,1,,1,0,,,,0,,0,,0,2 - Private Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,,2,6173,1,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,144,127,1,0,,,,,,,,,,,,,,,,,,3,3,1,1,1,0,,0,0,0,0,0,0,0,,,,,0,,,,,,,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,,2,6174,1,2,2,0,0,0,0,0,0,0,0,0,0,,,0,,,,117,114,6,6,,,2,2,1,1,,,,,,,6,,,,,3,3,1,1,1,1,,0,0,0,0,1,0,0,0,,,,1,,1,,1,,1,,2,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,,2,6175,1,1,2,0,0,0,0,0,0,0,0,0,0,,,0,,1 - Private,,167,155,7,7,,,4,3,,,,,,,,,7,,,,,3,3,1,1,1,1,,1,0,0,0,1,0,0,1,1,,,1,,,,,,,,1,0,,,,0,,0,,0,1 - Govt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAJANPUR,,2,6176,1,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAWALPINDI,2,1,6177,4,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,1322,1242,30,27,0,0,0,5,24,0,0,0,0,26,3,0,,1,0,1,3,18,14,1,1,1,1,1,0,1,1,1,1,1,1,0,,0,,3,1,1,1,1,1,1,1,1,1,11,11,200000,1,47500,1,290000,,,,,,,2,2,1,2,2,1,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,2,2,1,1
2019,2,PUNJAB,RAWALPINDI,10,1,6178,2,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,50,49,3,3,0,0,0,2,0,0,0,0,0,0,0,,0,0,1,0,,2,2,1,1,1,0,0,1,0,0,1,1,0,0,1,1,,,1,,1,,1,,1,,4,0,,,,1,25000,1,25000,,,,,,,2,2,2,2,2,2,1,2,2,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,1,2,1,2
2019,2,PUNJAB,RAWALPINDI,11,1,6179,4,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,142,,61,61,0,,,,29,,,0,1,21,8,,0,28,1,,,12,5,0,1,1,1,0,1,1,1,1,1,0,0,,,0,,,1,,1,,1,,1,1,1,9,6,101145,1,351130,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAWALPINDI,33,1,6180,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,250,237,3,3,0,,,,,3,0,,,,3,0,0,,3,0,0,4,4,1,1,1,1,0,1,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,1,9,9,38069,1,309000,1,76000,,,,,,,1,2,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2
2019,2,PUNJAB,RAWALPINDI,40,1,6181,2,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,84,77,6,6,,,2,,3,,,2,,3,,,,,,,,3,3,1,1,1,1,1,1,0,1,1,1,1,0,1,3,,,1,,1,,1,,1,,1,1,9,9,82540,1,184871,1,92790,,,,,,,1,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2
2019,2,PUNJAB,RAWALPINDI,1000,1,6182,2,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,3,3,0,,,,3,0,0,,,1,2,0,0,,4,0,0,4,2,1,1,1,1,0,0,0,1,1,1,0,0,,,,,,,,,,,,,1,1,9,9,1827,1,259449,1,230134,,,,,,,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2
2019,2,PUNJAB,RAWALPINDI,1001,1,6183,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,77,73,3,3,0,,,1,2,,,,,1,2,,0,,1,,,3,0,1,1,1,1,0,1,0,0,1,1,0,0,1,3,,,1,,1,,1,,1,,1,1,13,3,9000,1,38280,0,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2019,2,PUNJAB,RAWALPINDI,1002,1,6184,1,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,238,197,7,4,0,0,0,1,2,1,1,1,0,4,1,1,0,0,2,0,0,8,7,1,1,1,0,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,1,9,9,0,1,44120,1,44120,,,,,,,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAWALPINDI,1003,1,6185,4,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,618,560,23,23,0,2,0,3,15,2,0,1,2,11,7,0,,0,0,0,0,16,12,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,1,1,9,9,654320,1,1085807,1,169415,,,,,,,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2019,2,PUNJAB,RAWALPINDI,1004,1,6186,2,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,1,,,195,185,7,7,0,,,,1,0,0,,,1,0,0,0,,8,0,0,5,5,1,1,1,1,0,0,0,0,1,1,0,0,0,,,,1,,1,,1,,1,,1,1,7,7,38169,1,521670,1,279335,,,,,,,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2
2019,2,PUNJAB,RAWALPINDI,1005,1,6187,3,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,244,227,14,14,,4,,2,7,,,4,,,,,,,4,,,8,8,1,1,1,1,1,1,1,1,1,1,1,0,0,,0,,1,1,1,1,1,1,1,1,1,1,13,13,1660,1,100560,1,50300,,,,,,,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2
2019,2,PUNJAB,RAWALPINDI,1006,1,6188,3,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,132,112,11,10,0,1,,3,7,,,,,,,,,0,,,,4,4,1,1,1,1,1,1,0,1,1,1,1,0,1,3,1,7,1,1,1,1,1,1,1,1,1,1,13,13,50000,1,204020,1,204020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAWALPINDI,1007,1,6189,2,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,111,102,5,5,,,,2,1,,,1,,1,,,,0,,,,3,3,1,1,1,1,1,1,0,1,1,1,1,0,1,3,,,1,,1,,1,,1,,2,1,9,9,30000,1,160020,1,160020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAWALPINDI,1008,1,6190,2,2,2,1,2,1,1,0,0,1,0,0,0,0,0,0,1,,,132,108,4,4,0,0,0,,4,0,0,,,,4,,0,0,0,0,0,7,6,1,1,1,1,0,1,0,0,1,1,1,0,,,,,,,,,,,,,1,1,6,4,560,1,416299,1,93490,,,,,,,1,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2
2019,2,PUNJAB,RAWALPINDI,1009,1,6191,2,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,86,51,4,4,,,,1,3,,,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,1,0,1,0,0,1,1,1,0,,,,,,,,,,,,,1,1,8,4,0,1,212436,1,243658,,,,,,,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2
2019,2,PUNJAB,RAWALPINDI,1010,1,6192,2,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,49,40,4,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,0,1,0,0,1,0,1,0,1,3,,,1,,1,,1,,1,,1,0,,,,1,29256,0,,,,,,,,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2
2019,2,PUNJAB,RAWALPINDI,1011,1,6193,2,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,50,42,4,4,0,0,0,3,1,0,0,,,4,0,0,0,0,0,0,0,6,6,1,1,1,1,0,1,0,0,1,0,0,0,,,,,,,,,,,,,1,1,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1
2019,2,PUNJAB,RAWALPINDI,1015,1,6194,4,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,330,304,18,16,0,0,0,3,12,3,0,1,0,12,5,0,0,,,,,13,11,1,1,1,0,1,1,1,1,1,1,0,0,0,,0,,1,1,1,1,1,1,1,1,2,1,7,7,290716,1,550883,1,101138,,,,,,,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2
2019,2,PUNJAB,RAWALPINDI,1016,1,6195,3,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,196,180,14,14,0,0,0,2,8,0,0,1,0,11,2,,0,0,0,0,0,14,9,1,1,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,1,0,,,,1,1014638,1,468759,,,,,,,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2
2019,2,PUNJAB,RAWALPINDI,1017,1,6196,4,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAWALPINDI,1018,1,6197,4,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAWALPINDI,1019,1,6198,3,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,135,119,12,12,0,0,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,1,1,0,1,0,0,1,0,0,0,,,,,,,,,,,,,1,1,9,6,,1,23686,1,197627,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
2019,2,PUNJAB,RAWALPINDI,1020,1,6199,2,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,69,60,6,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,1,1,1,1,0,0,1,1,0,0,,,1,7,,1,,1,,1,,1,1,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,PUNJAB,RAWALPINDI,1021,1,6200,4,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,285,249,35,34,0,0,4,30,0,0,0,,,,,,0,0,,,,28,26,1,1,1,1,1,1,0,0,1,1,0,0,,,,,,,,,,,,,1,0,,,,0,,0,,,,,,,,2,2,1,2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,2
2019,2,PUNJAB,RAWALPINDI,1022,1,6201,2,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,90,66,5,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,1,0,,,,1,23275,0,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
2019,2,PUNJAB,RAWALPINDI,1023,1,6202,3,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,165,133,11,11,0,,1,,9,,,,,8,1,,,,4,,,7,7,1,1,1,1,1,1,0,0,0,0,1,0,1,3,,,1,,1,,1,,1,,1,0,,,,1,341941,1,16040,,,,,,,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2
2019,2,PUNJAB,RAWALPINDI,1024,1,6203,2,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,95,84,8,5,,,2,1,1,,,1,,,,,,1,1,,,3,3,1,1,1,1,0,1,0,1,1,1,1,0,1,3,,,1,,1,,1,,1,,1,1,8,4,0,1,23706,1,40500,,,,,,,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1
2019,2,PUNJAB,RAWALPINDI,,2,6204,4,2,1,1,1,0,1,0,0,1,0,0,1,0,0,,1,1 - Private,,152,152,18,16,0,0,4,4,0,0,1,1,1,1,0,0,0,,,,,10,8,1,1,1,1,0,0,0,0,1,1,0,0,1,3,0,,1,1,1,1,1,1,1,1,1,1,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
